deploy|/dɪˈplɔɪ/|部署|v
barcode scanner|/ˈbɑːkəʊd ˈskænə/|条码扫描枪|n
RFID|/ˌɑːr ef aɪ ˈdiː/|射频识别|acr
RTLS|/ˌɑːr tiː el ˈes/|实时定位系统|acr
asset tracking|/ˈæset ˈtrækɪŋ/|资产定位|n
CMMS|/ˌsiː em em ˈes/|设备维修系统|acr
lab analyzer|/læb ˈænəlaɪzə/|检验分析仪|n
integration engine|/ˌɪntɪˈɡreɪʃn ˈendʒɪn/|集成引擎|n
ADT feed|/ˌeɪ diː ˈtiː fiːd/|出入院消息流|n
order message|/ˈɔːdə ˈmesɪdʒ/|医嘱消息|n
result message|/rɪˈzʌlt ˈmesɪdʒ/|结果消息|n
ORM|/ˌəʊ ɑː ˈem/|医嘱消息类型|acr
ORU|/ˌəʊ ɑː ˈjuː/|结果消息类型|acr
ACK|/æk/|确认应答|acr
NACK|/næk/|否定应答|acr
PID segment|/piː aɪ ˈdiː ˈseɡmənt/|患者信息段|n
OBX segment|/əʊ biː ˈeks ˈseɡmənt/|观察结果段|n
OBR segment|/əʊ biː ˈɑː ˈseɡmənt/|检查申请段|n
HL7 mapping|/eɪtʃ el ˈsevn ˈmæpɪŋ/|消息字段映射|n
field mapping|/fiːld ˈmæpɪŋ/|字段对照|n
retry queue|/ˈriːtraɪ kjuː/|重试队列|n
dead-letter queue|/ded ˈletə kjuː/|死信队列|n
poison message|/ˈpɔɪzn ˈmesɪdʒ/|毒化消息|n
throttle|/ˈθrɒtl/|限流|v
rate limit|/reɪt ˈlɪmɪt/|速率限制|n
circuit breaker|/ˈsɜːkɪt ˈbreɪkə/|熔断器|n
health endpoint|/helθ ˈendpɔɪnt/|健康检查接口|n
readiness probe|/ˈredinəs prəʊb/|就绪探针|n
liveness probe|/ˈlaɪvnəs prəʊb/|存活探针|n
blue-green|/bluː ɡriːn/|蓝绿发布|n
canary release|/ˈkænəri rɪˈliːs/|金丝雀发布|n
feature flag|/ˈfiːtʃə flæɡ/|功能开关|n
config file|/kənˈfɪɡ faɪl/|配置文件|n
environment variable|/ɪnˈvaɪrənmənt ˈveəriəbl/|环境变量|n
secrets vault|/ˈsiːkrɪts vɔːlt/|密钥库|n
key rotation|/kiː rəʊˈteɪʃn/|密钥轮换|n
vulnerability scan|/ˌvʌlnərəˈbɪləti skæn/|漏洞扫描|n
antivirus|/ˌæntiˈvaɪərəs/|杀毒软件|n
EDR|/ˌiː diː ˈɑː/|终端检测响应|acr
malware|/ˈmælweə/|恶意软件|n
ransomware|/ˈrænsəmweə/|勒索软件|n
phishing|/ˈfɪʃɪŋ/|钓鱼攻击|n
spam filter|/spæm ˈfɪltə/|垃圾过滤|n
sandbox|/ˈsændbɒks/|沙箱|n
allowlist|/ˈəlaʊlɪst/|允许名单|n
blocklist|/ˈblɒklɪst/|拦截名单|n
IDS|/ˌaɪ diː ˈes/|入侵检测系统|acr
IPS|/ˌaɪ piː ˈes/|入侵防护系统|acr
WAF|/wæf/|Web应用防火墙|acr
DDoS|/ˈdiːdɒs/|分布式拒绝服务|acr
zero-day|/ˈzɪərəʊ deɪ/|零日漏洞|n
CVE|/ˌsiː viː ˈiː/|公开漏洞编号|acr
patch management|/pætʃ ˈmænɪdʒmənt/|补丁管理|n
endpoint protection|/ˈendpɔɪnt prəˈtekʃn/|终端防护|n
disk encryption|/dɪsk ɪnˈkrɪpʃn/|磁盘加密|n
BitLocker|/ˈbɪtlɒkə/|磁盘加密工具|n
USB control|/ˌjuː es ˈbiː kənˈtrəʊl/|U盘管控|n
DLP|/ˌdiː el ˈpiː/|数据防泄漏|acr
printer mapping|/ˈprɪntə ˈmæpɪŋ/|打印机映射|n
default printer|/dɪˈfɔːlt ˈprɪntə/|默认打印机|n
print spooler|/prɪnt ˈspuːlə/|打印队列服务|n
label printer|/ˈleɪbl ˈprɪntə/|标签打印机|n
wristband printer|/ˈrɪstbænd ˈprɪntə/|腕带打印机|n
barcode printer|/ˈbɑːkəʊd ˈprɪntə/|条码打印机|n
card printer|/kɑːd ˈprɪntə/|卡片打印机|n
handheld terminal|/ˈhændheld ˈtɜːmɪnl/|手持终端|n
workstation|/ˈwɜːksteɪʃn/|工作站|n
thin client|/θɪn ˈklaɪənt/|瘦客户机|n
fat client|/fæt ˈklaɪənt/|胖客户机|n
kiosk|/ˈkiːɒsk/|自助终端|n
bedside terminal|/ˈbedsaɪd ˈtɜːmɪnl/|床旁终端|n
computer on wheels|/kəmˈpjuːtə ɒn wiːlz/|移动查房电脑|n
workstation on wheels|/ˈwɜːksteɪʃn ɒn wiːlz/|移动护理工作站|n
medication cart PC|/ˌmedɪˈkeɪʃn kɑːt piː siː/|发药车电脑|n
nurse-station PC|/nɜːs ˈsteɪʃn piː siː/|护士站电脑|n
OR workstation|/əʊ ɑː ˈwɜːksteɪʃn/|手术室工作站|n
radiology workstation|/ˌreɪdiˈɒlədʒi ˈwɜːksteɪʃn/|放射工作站|n
PACS viewer|/pæks ˈvjuːə/|影像浏览器|n
dictation|/dɪkˈteɪʃn/|语音口述|n
voice recognition|/vɔɪs ˌrekəɡˈnɪʃn/|语音识别|n
speech-to-text|/spiːtʃ tə tekst/|语音转文字|n
allergy alert|/ˈælədʒi əˈlɜːt/|过敏警示|n
drug interaction|/drʌɡ ˌɪntərˈækʃn/|药物相互作用|n
duplicate order|/ˈdjuːplɪkət ˈɔːdə/|重复医嘱|n
order set|/ˈɔːdə set/|医嘱套餐|n
care plan|/keə plæn/|护理计划|n
flowsheet|/ˈfləʊʃiːt/|护理记录单|n
MAR|/mɑː/|用药执行单|acr
eMAR|/ˈiːmɑː/|电子用药执行单|acr
lab result|/læb rɪˈzʌlt/|检验结果|n
critical result|/ˈkrɪtɪkl rɪˈzʌlt/|危急值|n
panic value|/ˈpænɪk ˈvæljuː/|危急值结果|n
result acknowledgement|/rɪˈzʌlt əkˈnɒlɪdʒmənt/|结果确认|n
specimen tracking|/ˈspesɪmən ˈtrækɪŋ/|标本追踪|n
blood bank|/blʌd bæŋk/|血库系统|n
blood product|/blʌd ˈprɒdʌkt/|血液制品|n
pharmacy system|/ˈfɑːməsi ˈsɪstəm/|药房系统|n
e-prescribing|/iː prɪˈskraɪbɪŋ/|电子处方|n
formulary|/ˈfɔːmjələri/|药品目录|n
automated dispensing|/ˈɔːtəmeɪtɪd dɪˈspensɪŋ/|自动发药柜|n
ADC|/ˌeɪ diː ˈsiː/|自动发药柜|acr
infusion library|/ɪnˈfjuːʒn ˈlaɪbrəri/|输液泵药库|n
device integration|/dɪˈvaɪs ˌɪntɪˈɡreɪʃn/|设备集成|n
NTP|/ˌen tiː ˈpiː/|网络时间协议|acr
domain time|/dəˈmeɪn taɪm/|域时间|n
certificate authority|/səˈtɪfɪkət ɔːˈθɒrəti/|证书颁发机构|n
CRL|/ˌsiː ɑː ˈel/|证书吊销列表|acr
OCSP|/ˌəʊ siː es ˈpiː/|在线证书状态|acr
password reset|/ˈpɑːswɜːd ˌriːˈset/|密码重置|n
account lockout|/əˈkaʊnt ˈlɒkaʊt/|账号锁定|n
disk space|/dɪsk speɪs/|磁盘空间|n
CPU usage|/ˌsiː piː ˈjuː ˈjuːsɪdʒ/|处理器占用|n
memory leak|/ˈmeməri liːk/|内存泄漏|n
network share|/ˈnetwɜːk ʃeə/|网络共享|n
mapped drive|/mæpt draɪv/|映射盘符|n
print queue|/prɪnt kjuː/|打印队列|n
default gateway|/dɪˈfɔːlt ˈɡeɪtweɪ/|默认网关|n
IP address|/aɪ ˈpiː əˈdres/|IP地址|n
MAC address|/mæk əˈdres/|网卡地址|n
subnet mask|/ˈsʌbnet mɑːsk/|子网掩码|n
DNS server|/ˌdiː en ˈes ˈsɜːvə/|域名服务器|n
DHCP lease|/ˌdiː eɪtʃ siː ˈpiː liːs/|地址租约|n
SSL certificate|/ˌes es ˈel səˈtɪfɪkət/|安全证书|n
VPN tunnel|/ˌviː piː ˈen ˈtʌnl/|虚拟专网隧道|n
remote desktop|/rɪˈməʊt ˈdesktɒp/|远程桌面|n
service account|/ˈsɜːvɪs əˈkaʊnt/|服务账号|n
admin rights|/ˈædmɪn raɪts/|管理员权限|n
user account|/ˈjuːzə əˈkaʊnt/|用户账号|n
group policy|/ɡruːp ˈpɒləsi/|组策略|n
domain controller|/dəˈmeɪn kənˈtrəʊlə/|域控制器|n
file server|/faɪl ˈsɜːvə/|文件服务器|n
app server|/æp ˈsɜːvə/|应用服务器|n
web server|/web ˈsɜːvə/|网页服务器|n
mail server|/meɪl ˈsɜːvə/|邮件服务器|n
proxy server|/ˈprɒksi ˈsɜːvə/|代理服务器|n
backup job|/ˈbækʌp dʒɒb/|备份任务|n
restore point|/rɪˈstɔː pɔɪnt/|还原点|n
snapshot|/ˈsnæpʃɒt/|快照|n
cold backup|/kəʊld ˈbækʌp/|冷备份|n
hot backup|/hɒt ˈbækʌp/|热备份|n
incremental backup|/ˌɪŋkrɪˈmentl ˈbækʌp/|增量备份|n
full backup|/fʊl ˈbækʌp/|全量备份|n
differential backup|/ˌdɪfəˈrenʃl ˈbækʌp/|差异备份|n
disaster recovery|/dɪˈzɑːstə rɪˈkʌvəri/|灾难恢复|n
business continuity|/ˈbɪznəs ˌkɒntɪˈnjuːəti/|业务连续性|n
high availability|/haɪ əˌveɪləˈbɪləti/|高可用|n
failover cluster|/ˈfeɪləʊvə ˈklʌstə/|故障转移集群|n
load balancer|/ləʊd ˈbælənsə/|负载均衡器|n
reverse proxy|/rɪˈvɜːs ˈprɒksi/|反向代理|n
virtual machine|/ˈvɜːtʃuəl məˈʃiːn/|虚拟机|n
hypervisor|/ˈhaɪpəvaɪzə/|虚拟化平台|n
container image|/kənˈteɪnə ˈɪmɪdʒ/|容器镜像|n
Kubernetes|/ˌkuːbəˈnetiːz/|容器编排|n
Docker host|/ˈdɒkə həʊst/|容器宿主机|n
CI pipeline|/ˌsiː ˈaɪ ˈpaɪplaɪn/|持续集成流水线|n
CD pipeline|/ˌsiː ˈdiː ˈpaɪplaɪn/|持续交付流水线|n
git repository|/ɡɪt rɪˈpɒzətri/|代码仓库|n
merge conflict|/mɜːdʒ ˈkɒnflɪkt/|合并冲突|n
pull request|/pʊl rɪˈkwest/|合并请求|n
release notes|/rɪˈliːs nəʊts/|发布说明|n
change window|/tʃeɪndʒ ˈwɪndəʊ/|变更窗口|n
maintenance freeze|/ˈmeɪntənəns friːz/|维护冻结|n
incident severity|/ˈɪnsɪdənt səˈverəti/|事件级别|n
root-cause analysis|/ruːt kɔːz əˈnæləsɪs/|根因分析|n
postmortem|/ˌpəʊstˈmɔːtəm/|事后分析|n
known error|/nəʊn ˈerə/|已知错误|n
service catalog|/ˈsɜːvɪs ˈkætəlɒɡ/|服务目录|n
configuration item|/kənˌfɪɡəˈreɪʃn ˈaɪtəm/|配置项|n
CMDB|/ˌsiː em diː ˈbiː/|配置管理库|acr
monitoring alert|/ˈmɒnɪtərɪŋ əˈlɜːt/|监控告警|n
log aggregation|/lɒɡ ˌæɡrɪˈɡeɪʃn/|日志汇聚|n
SIEM|/siːm/|安全信息事件管理|acr
SOC|/sɒk/|安全运营中心|acr
MFA|/ˌem ef ˈeɪ/|多因素认证|acr
SSO|/ˌes es ˈəʊ/|单点登录|acr
LDAP|/ˈeldæp/|目录访问协议|acr
Active Directory|/ˈæktɪv dəˈrektəri/|活动目录|n
RBAC|/ˈɑːbæk/|基于角色的权限|acr
ACL|/ˌeɪ siː ˈel/|访问控制列表|acr
least privilege|/liːst ˈprɪvəlɪdʒ/|最小权限|n
privileged access|/ˈprɪvəlɪdʒd ˈækses/|特权访问|n
session timeout|/ˈseʃn ˈtaɪmaʊt/|会话超时|n
idle timeout|/ˈaɪdl ˈtaɪmaʊt/|空闲超时|n
account expiry|/əˈkaʊnt ɪkˈspaɪəri/|账号到期|n
password policy|/ˈpɑːswɜːd ˈpɒləsi/|密码策略|n
encryption at rest|/ɪnˈkrɪpʃn ət rest/|静态加密|n
encryption in transit|/ɪnˈkrɪpʃn ɪn ˈtrænzɪt/|传输加密|n
TLS handshake|/ˌtiː el ˈes ˈhændʃeɪk/|加密握手|n
certificate expiry|/səˈtɪfɪkət ɪkˈspaɪəri/|证书到期|n
wildcard cert|/ˈwaɪldkɑːd sɜːt/|通配符证书|n
self-signed cert|/self saɪnd sɜːt/|自签名证书|n
PKI|/ˌpiː keɪ ˈaɪ/|公钥基础设施|acr
API key|/ˌeɪ piː ˈaɪ kiː/|接口密钥|n
OAuth|/ˈəʊɔːθ/|授权协议|acr
SAML|/ˈsæml/|安全断言标记|acr
OpenID|/ˈəʊpən aɪ ˈdiː/|开放身份|acr
JSON payload|/ˈdʒeɪsən ˈpeɪləʊd/|JSON报文|n
XML message|/ˌeks em ˈel ˈmesɪdʒ/|XML报文|n
SOAP service|/səʊp ˈsɜːvɪs/|SOAP服务|n
REST API|/rest ˌeɪ piː ˈaɪ/|REST接口|n
webhook|/ˈwebhʊk/|回调接口|n
endpoint|/ˈendpɔɪnt/|接口地址|n
HTTP status|/ˌeɪtʃ tiː tiː ˈpiː ˈsteɪtəs/|网页状态码|n
timeout error|/ˈtaɪmaʊt ˈerə/|超时错误|n
connection pool|/kəˈnekʃn puːl/|连接池|n
deadlock|/ˈdedlɒk/|死锁|n
query timeout|/ˈkwɪəri ˈtaɪmaʊt/|查询超时|n
index rebuild|/ˈɪndeks ˌriːˈbɪld/|索引重建|n
replica lag|/ˈreplɪkə læɡ/|副本延迟|n
primary database|/ˈpraɪməri ˈdeɪtəbeɪs/|主库|n
read replica|/riːd ˈreplɪkə/|只读副本|n
stored procedure|/stɔːd prəˈsiːdʒə/|存储过程|n
ETL job|/ˌiː tiː ˈel dʒɒb/|数据抽取任务|n
data warehouse|/ˈdeɪtə ˈweəhaʊs/|数据仓库|n
data lake|/ˈdeɪtə leɪk/|数据湖|n
report server|/rɪˈpɔːt ˈsɜːvə/|报表服务器|n
SQL Server|/ˌes kjuː ˈel ˈsɜːvə/|数据库服务器|n
cache|/kæʃ/|缓存|n
message queue|/ˈmesɪdʒ kjuː/|消息队列|n
service bus|/ˈsɜːvɪs bʌs/|服务总线|n
uptime|/ˈʌptaɪm/|可用时长|n
downtime|/ˈdaʊntaɪm/|停机时长|n
SLA clock|/ˌes el ˈeɪ klɒk/|服务时限|n
P1 incident|/piː wʌn ˈɪnsɪdənt/|一级故障|n
P2 incident|/piː tuː ˈɪnsɪdənt/|二级故障|n
P3 incident|/piː θriː ˈɪnsɪdənt/|三级故障|n
major incident|/ˈmeɪdʒə ˈɪnsɪdənt/|重大故障|n
service degradation|/ˈsɜːvɪs ˌdeɡrəˈdeɪʃn/|服务降级|n
workaround|/ˈwɜːkəraʊnd/|临时规避|n
hotfix|/ˈhɒtfɪks/|紧急修复|n
bugfix|/ˈbʌɡfɪks/|缺陷修复|n
release|/rɪˈliːs/|版本发布|n
build|/bɪld/|构建包|n
artifact|/ˈɑːtɪfækt/|构建产物|n
changelog|/ˈtʃeɪndʒlɒɡ/|变更日志|n
version tag|/ˈvɜːʃn tæɡ/|版本标签|n
branch|/brɑːntʃ/|代码分支|n
commit|/kəˈmɪt/|提交记录|n
merge|/mɜːdʒ/|合并代码|v
rebase|/ˈriːbeɪs/|变基|v
checkout|/ˈtʃekaʊt/|检出代码|v
clone|/kləʊn/|克隆仓库|v
fork|/fɔːk/|派生仓库|n
pipeline|/ˈpaɪplaɪn/|流水线|n
build agent|/bɪld ˈeɪdʒənt/|构建代理|n
test coverage|/test ˈkʌvərɪdʒ/|测试覆盖|n
unit test|/ˈjuːnɪt test/|单元测试|n
integration test|/ˌɪntɪˈɡreɪʃn test/|集成测试|n
smoke test|/sməʊk test/|冒烟测试|n
regression test|/rɪˈɡreʃn test/|回归测试|n
user acceptance|/ˈjuːzə əkˈseptəns/|用户验收|n
UAT|/ˌjuː eɪ ˈtiː/|用户验收测试|acr
staging|/ˈsteɪdʒɪŋ/|预发布环境|n
production|/prəˈdʌkʃn/|生产环境|n
sandbox environment|/ˈsændbɒks ɪnˈvaɪrənmənt/|沙箱环境|n
dev environment|/dev ɪnˈvaɪrənmənt/|开发环境|n
test environment|/test ɪnˈvaɪrənmənt/|测试环境|n
DR site|/ˌdiː ˈɑː saɪt/|灾备站点|n
primary site|/ˈpraɪməri saɪt/|主站点|n
secondary site|/ˈsekəndri saɪt/|备站点|n
RTO|/ˌɑː tiː ˈəʊ/|恢复时间目标|acr
RPO|/ˌɑː piː ˈəʊ/|恢复点目标|acr
failover|/ˈfeɪləʊvə/|故障切换|n
failback|/ˈfeɪlbæk/|故障切回|n
heartbeat|/ˈhɑːtbiːt/|心跳检测|n
quorum disk|/ˈkwɔːrəm dɪsk/|仲裁磁盘|n
shared storage|/ʃeəd ˈstɔːrɪdʒ/|共享存储|n
SAN|/sæn/|存储区域网|acr
NAS|/næs/|网络附加存储|acr
RAID|/reɪd/|磁盘阵列|acr
LUN|/lʌn/|逻辑单元号|acr
HBA|/ˌeɪtʃ biː ˈeɪ/|主机总线适配器|acr
fiber switch|/ˈfaɪbə swɪtʃ/|光纤交换机|n
iSCSI|/aɪ ˈskʌzi/|网络磁盘协议|acr
snapshot replica|/ˈsnæpʃɒt ˈreplɪkə/|快照副本|n
replication|/ˌreplɪˈkeɪʃn/|数据复制|n
sync job|/sɪŋk dʒɒb/|同步任务|n
bandwidth usage|/ˈbændwɪdθ ˈjuːsɪdʒ/|带宽占用|n
packet loss|/ˈpækɪt lɒs/|丢包|n
jitter|/ˈdʒɪtə/|抖动|n
traceroute|/ˈtreɪsruːt/|路由跟踪|n
packet capture|/ˈpækɪt ˈkæptʃə/|抓包|n
Wireshark|/ˈwaɪəʃɑːk/|抓包工具|n
NIC|/nɪk/|网卡|acr
VLAN|/ˈviːlæn/|虚拟局域网|acr
subnet|/ˈsʌbnet/|子网|n
gateway|/ˈɡeɪtweɪ/|网关|n
router|/ˈruːtə/|路由器|n
switch|/swɪtʃ/|交换机|n
PoE|/ˌpiː əʊ ˈiː/|以太网供电|acr
access point|/ˈækses pɔɪnt/|无线接入点|n
SSID|/ˌes es aɪ ˈdiː/|无线网络名|acr
Wi-Fi|/ˈwaɪ faɪ/|无线网|n
5G|/faɪv dʒiː/|第五代移动网|n
Bluetooth|/ˈbluːtuːθ/|蓝牙|n
VPN client|/ˌviː piː ˈen ˈklaɪənt/|虚拟专网客户端|n
split tunnel|/splɪt ˈtʌnl/|分流隧道|n
full tunnel|/fʊl ˈtʌnl/|全流量隧道|n
MFA prompt|/ˌem ef ˈeɪ prɒmpt/|二次验证提示|n
one-time password|/wʌn taɪm ˈpɑːswɜːd/|一次性密码|n
OTP|/ˌəʊ tiː ˈpiː/|一次性口令|acr
smart card|/smɑːt kɑːd/|智能卡|n
badge reader|/bædʒ ˈriːdə/|门禁读卡器|n
biometric|/ˌbaɪəʊˈmetrɪk/|生物识别|n
fingerprint|/ˈfɪŋɡəprɪnt/|指纹|n
face ID|/feɪs aɪ ˈdiː/|人脸识别|n
single sign-on|/ˈsɪŋɡl saɪn ɒn/|单点登录|n
password vault|/ˈpɑːswɜːd vɔːlt/|密码保险箱|n
privileged account|/ˈprɪvəlɪdʒd əˈkaʊnt/|特权账号|n
local admin|/ˈləʊkl ˈædmɪn/|本地管理员|n
domain admin|/dəˈmeɪn ˈædmɪn/|域管理员|n
service desk|/ˈsɜːvɪs desk/|服务台|n
helpdesk|/ˈhelpdesk/|技术支持台|n
L1 support|/el wʌn səˈpɔːt/|一线支持|n
L2 support|/el tuː səˈpɔːt/|二线支持|n
L3 support|/el θriː səˈpɔːt/|三线支持|n
on-site engineer|/ɒn saɪt ˌendʒɪˈnɪə/|现场工程师|n
remote support|/rɪˈməʊt səˈpɔːt/|远程支持|n
screen control|/skriːn kənˈtrəʊl/|远程控屏|n
knowledge base|/ˈnɒlɪdʒ beɪs/|知识库|n
runbook|/ˈrʌnbʊk/|操作手册|n
playbook|/ˈpleɪbʊk/|应急剧本|n
escalation path IT|/ˌeskəˈleɪʃn pɑːθ aɪ ˈtiː/|技术升级路径|n
ticket queue|/ˈtɪkɪt kjuː/|工单队列|n
ticket priority|/ˈtɪkɪt praɪˈɒrəti/|工单优先级|n
ticket SLA|/ˈtɪkɪt ˌes el ˈeɪ/|工单时限|n
first-time fix|/fɜːst taɪm fɪks/|一次解决|n
reopen rate|/ˌriːˈəʊpən reɪt/|重开工单率|n
mean time to repair|/miːn taɪm tə rɪˈpeə/|平均修复时间|n
MTTR|/ˌem tiː tiː ˈɑː/|平均修复时间|acr
MTBF|/ˌem tiː biː ˈef/|平均无故障时间|acr
service availability|/ˈsɜːvɪs əˌveɪləˈbɪləti/|服务可用性|n
error log|/ˈerə lɒɡ/|错误日志|n
event log|/ɪˈvent lɒɡ/|事件日志|n
syslog|/ˈsɪslɒɡ/|系统日志|n
audit log|/ˈɔːdɪt lɒɡ/|审计日志|n
application log|/ˌæplɪˈkeɪʃn lɒɡ/|应用日志|n
crash dump|/kræʃ dʌmp/|崩溃转储|n
core dump|/kɔː dʌmp/|核心转储|n
stack trace|/stæk treɪs/|堆栈跟踪|n
debug mode|/diːˈbʌɡ məʊd/|调试模式|n
verbose logging|/vɜːˈbəʊs ˈlɒɡɪŋ/|详细日志|n
log rotation|/lɒɡ rəʊˈteɪʃn/|日志轮转|n
log retention|/lɒɡ rɪˈtenʃn/|日志保存|n
alert threshold|/əˈlɜːt ˈθreʃhəʊld/|告警阈值|n
alert storm|/əˈlɜːt stɔːm/|告警风暴|n
false positive|/fɔːls ˈpɒzətɪv/|误报|n
false negative|/fɔːls ˈneɡətɪv/|漏报|n
dashboard widget|/ˈdæʃbɔːd ˈwɪdʒɪt/|看板控件|n
uptime chart|/ˈʌptaɪm tʃɑːt/|可用性图表|n
capacity plan|/kəˈpæsəti plæn/|容量规划|n
disk forecast|/dɪsk ˈfɔːkɑːst/|磁盘预测|n
CPU spike|/ˌsiː piː ˈjuː spaɪk/|处理器突增|n
memory pressure|/ˈmeməri ˈpreʃə/|内存压力|n
swap usage|/swɒp ˈjuːsɪdʒ/|交换分区占用|n
IOPS|/ˈaɪɒps/|每秒读写次数|acr
throughput|/ˈθruːpʊt/|吞吐量|n
queue depth|/kjuː depθ/|队列深度|n
slow query|/sləʊ ˈkwɪəri/|慢查询|n
table lock|/ˈteɪbl lɒk/|表锁|n
row lock|/rəʊ lɒk/|行锁|n
index scan|/ˈɪndeks skæn/|索引扫描|n
full table scan|/fʊl ˈteɪbl skæn/|全表扫描|n
query plan|/ˈkwɪəri plæn/|执行计划|n
statistics update|/stəˈtɪstɪks ˌʌpˈdeɪt/|统计信息更新|n
DBA|/ˌdiː biː ˈeɪ/|数据库管理员|acr
schema|/ˈskiːmə/|数据库结构|n
table|/ˈteɪbl/|数据表|n
view|/vjuː/|视图|n
trigger|/ˈtrɪɡə/|触发器|n
constraint|/kənˈstreɪnt/|约束|n
foreign key|/ˈfɒrən kiː/|外键|n
primary key|/ˈpraɪməri kiː/|主键|n
unique index|/juˈniːk ˈɪndeks/|唯一索引|n
null value|/nʌl ˈvæljuː/|空值|n
data type|/ˈdeɪtə taɪp/|数据类型|n
character set|/ˈkærəktə set/|字符集|n
collation|/kəˈleɪʃn/|排序规则|n
transaction|/trænˈzækʃn/|事务|n
commit log|/kəˈmɪt lɒɡ/|提交日志|n
rollback segment|/ˈrəʊlbæk ˈseɡmənt/|回滚段|n
tempdb|/ˈtempdiːbiː/|临时库|n
backup compression|/ˈbækʌp kəmˈpreʃn/|备份压缩|n
restore test|/rɪˈstɔː test/|恢复演练|n
backup catalog|/ˈbækʌp ˈkætəlɒɡ/|备份目录|n
tape library|/teɪp ˈlaɪbrəri/|磁带库|n
offsite backup|/ˈɒfsaɪt ˈbækʌp/|异地备份|n
immutable backup|/ɪˈmjuːtəbl ˈbækʌp/|不可篡改备份|n
air gap|/eə ɡæp/|物理隔离|n
jump host|/dʒʌmp həʊst/|跳板机|n
bastion|/ˈbæstiən/|堡垒机|n
privileged session|/ˈprɪvəlɪdʒd ˈseʃn/|特权会话|n
session recording|/ˈseʃn rɪˈkɔːdɪŋ/|会话录像|n
command filter|/kəˈmɑːnd ˈfɪltə/|命令过滤|n
sudo|/ˈsuːduː/|提权命令|n
root account|/ruːt əˈkaʊnt/|超级管理员|n
service restart|/ˈsɜːvɪs ˌriːˈstɑːt/|服务重启|n
graceful restart|/ˈɡreɪsfl ˌriːˈstɑːt/|平滑重启|n
hard reboot|/hɑːd ˌriːˈbuːt/|强制重启|n
safe mode|/seɪf məʊd/|安全模式|n
BIOS|/ˈbaɪɒs/|基本输入输出系统|acr
UEFI|/juː ˈefaɪ/|统一固件接口|acr
firmware|/ˈfɜːmweə/|固件|n
driver|/ˈdraɪvə/|驱动程序|n
kernel|/ˈkɜːnl/|内核|n
patch Tuesday|/pætʃ ˈtjuːzdeɪ/|补丁日|n
reboot window|/ˌriːˈbuːt ˈwɪndəʊ/|重启窗口|n
change advisory|/tʃeɪndʒ ədˈvaɪzəri/|变更评审|n
CAB|/kæb/|变更顾问委员会|acr
emergency change|/ɪˈmɜːdʒənsi tʃeɪndʒ/|紧急变更|n
standard change|/ˈstændəd tʃeɪndʒ/|标准变更|n
